text,sentiment,aspect,polarity
"Deutsche Bahn trifft ENNO trifft WFB in Lehrte - 09.12.2015 Neu trifft alt im Bahnhof Lehrte. Die neuen ENNO- und WFB-Triebwagen treffen auf ihre Vorgänger bei der DB, der Baureihe 111 und 425. 425 819 und 425 816 fahren gemeinsam als RE 14012 auf der Linie RE30 von Wolfsburg nach Hannover in den Bahnhof Lehrte ein, als ihnen der neue Triebwagen 1141 111 des metronom auf Probefahrt entgegen kommt. Auch die Westfalenbahn ist fleißig am Testen und durchfährt den Bahnhof in Richtung Hannover, während 111 092-3 mit dem RE 27777 auf der Linie RE70 von Bielefeld über Hannover nach Braunschweig unterwegs ist und im Bahnhof Lehrte zum Fahrgastwechsel einen kurzen Halt einlegt. Sowohl die Baureihe 111 mit den Doppelstockwagen auf der Strecke Bielefeld/Rheine - Minden(Westf) - Hannover - Braunschweig, als auch die Baureihen 112 mit n-Wagen und 425 auf der Strecke Hannover - Gifhorn - Wolfsburg werden zum Fahrplanwechsel durch die Privatanbieter metronom und Westfalenbahn ersetzt.",neutral,Allgemein#Haupt:neutral,1
"hildesheimer-allgemeine.de S4 fällt vorübergehend aus - Hildesheimer Allgemeine Zeitung Guten Morgen Hildesheim! Die Sperrung der Zugfahrstrecke zwischen Hannover und Kassel vom 23. April bis zum 8. Mai wirkt sich auch auf den Nahverkehr aus. Die S4 wird laut Bahn in diesem Zeitraum gestrichen. Aktuelle Nachrichten der Hildesheimer Allgemeinen Zeitung - mit Anzeigen, Wetter, Fotos, Videos, Jobs und Veranstaltungen.",negative,Sonstige_Unregelmässigkeiten#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,1
@500gMehl @maikliebtessen Flixbus / MeinFernbus haben allgemein richtig gute Preise im Vergleich zur Bahn. ☺,negative,Ticketkauf#Haupt:negative,1
"Re: FOCUS-Online-Panorama Es ist EGAL welche nationalität ein Erwachsener Mensch hat, es ist einfach nicht angemessen in Geschäften sowie Bus und Bahn und Strasse als sein WOHNZIMMER zu betrachten. Das ganze nennt man BENEHMEN!!!",neutral,Allgemein#Haupt:neutral,-1
"Re: Huffington Post Deutschland Nein, ist es nicht, ein Streik muss weh tun. Wenn du versichert bist, dann nimm die Post in Haftung. Und meines Wissens, werden Gehälter bei einer Bank transferiert und nicht mit der Post verschickt, also nochmal überlegen, was du eben geschrieben hast. Zum Bahnstreik, nimm die Bahn in Haftung.",negative,Allgemein#Haupt:negative Allgemein#Haupt:negative,1
"POL-KS: Kassel: 1. Hauptrunde im DFB-Vereinspokal: Hessen Kassel – Hannover 96 Ausverkauftes Auestadion, Polizei empfiehlt Anreise mit Bus und Bahn Polizeipresse: Polizeiberichte bei 24PR Fans sorgen. Der Parkplatz hinter der Eissporthalle bleibt wie beim Ligaspiel gegen Offenbach für Einsatzfahrzeuge der Polizei, VIP-Gäste im Auestadion und Gästefans aus Hannover gesperrt. Für Zuschauer, die mit dem Auto anreisen, stehen die",neutral,Allgemein#Haupt:neutral,-1
Bericht über hunderte Funklöcher bei der Bahn https://t.co/cMoUIaSHOk,negative,Sicherheit#Haupt:negative,0
Re: Berlin – the place to be Ich hab mir wenigstens einen ergattert und musste nicht auf die nächste Bahn warten,neutral,Allgemein#Haupt:neutral,1
"Hört man irgendwie überall, ob in der Bahn, Uni, twitter - aber im TV nur im Videotext https://t.co/xNzYyhghht",neutral,Allgemein#Haupt:neutral,0
"Mit dem Taxi zur Geburt? Bei der ersten Geburt ist sie bei mir auch gesprengt worden, ganz spät, und bei der zweiten ist sie nach drei Stunden Wehen geplatzt, als ich gerade auch dem Weg zum Geburtshaus war (mit der S Bahn... das war peinlich).... Man weiß halt nie wie es kommt. Und ich hab mich schon gefragt, wenn das Taxi wirklich schmutzig werden sollte, wer dann dafür zahlt? Meine Haftpflicht? Meine Krankenkasse? Oder das Taxiunternehmen??? Ich hoffe, es geht alles gut. Ich rechne mit hhöchstens 30 Minuten Fahrt, je nach Verkehr. Und vielleicht schaff ich es ja auch, mir die Wehen nicht anmerken zu lassen :)",neutral,Allgemein#Haupt:neutral,1
"15.000 Postbus Karten - Gratis - exklusiv für ADAC Mitglieder hardriver wer wegen den paar Euro Ersparnis im Vergleich zur Bahn sein Leben auf der Autobahn mit einem Bus riskiert, tut mir mehr als Leid... Und wie dumm eine Regierung sein muss und noch solche Dreckschleudern zusätzlich auf den Autobahnen rumkurven zu lassen, und das obwohl mal ja generell deutschlandweit langfristig den CO⊃2; und Stickoxid-Ausstoß drastisch verringern will... Für Langstrecken und Vielfahrer sind das mehr als nur ein paar €. Die Gefahr auf den Autobahnen erachte ich als nicht zu groß. Die letzte Zeit hat gezeigt, dass Zugfahren auch nicht unbedingt sicherer ist. Wir können uns natürlich gern über Statistiken streiten, aber das muss ja nicht sein. Es ist auf jeden Fall ne kostengünstige Alternative, die nicht nur für lebensmüde Adrenalinjunkies in Frage kommt Umweltschonend ist das jedoch auf keinen Fall.",negative,Sicherheit#Haupt:negative,-1
"Re: FOCUS Online Köln: Deutscher ersticht türkische Studentin Gizem Peker(20) von deutschen Kommilitonen getötet In der deutschen Stadt Köln ist die türkische Studentin Gizem Peker (20) von einem deutschen Kommilitonen mit Messerstichen getötet worden. Das Drama ereignete sich am Freitagabend gegen 21.30 im Kölner Ortsteil Ostheim in der Nähe des Hauses von Peker auf dem Weg zur S-Bahn Haltestelle. Der 21 Jährige deutsche Student, der in derselben Universität studiert, stellte sich im Stadtteil Kalk der Polizei. Während die Familie der jungen Türkin aus Elazıg unter Schock steht, legten die Freunde von Peker am Tatort Blumen nieder. Die Kölner Polizei gab bislang keine Auskunft zu den Einzelheiten der Tat. Die Ermittlungen gehen weiter.",neutral,Allgemein#Haupt:neutral,-1
Wieso ist die mobile Datenverbindung im Zug so schlecht? Sitzt du in einem der mit Repeatern ausgestatteten Wagen (am Handy-Symbol neben den Nichtraucher-Zeichen erkennbar)? gutefrage.net-Tag: Bahn gutefrage.net-Tag: Datenverbindung gutefrage.net-Tag: Handy gutefrage.net-Tag: Mobilfunk gutefrage.net-Tag: Smartphone gutefrage.net-Tag: Telefonica gutefrage.net-Tag: o2,negative,Connectivity#WLAN_und_Internet:negative,-1
"Re: DB Bahn ""Ich habe Ihr Anliegen durchaus verstanden. Ein entsprechendes Angebot hätte ich Ihnen hier auch unterbreitet, wenn die Bearbeitung zu Ihren Gunsten erfolgen würde. Wir bei Facebook entscheiden allerdings keine solche """"Kulanzen"""". Gern können Sie mit dem Kundendialog der Deutschen Bahn in Kontakt treten und den Sachverhalt dort schildern. Allerdings muss ich offen lassen, wie in Ihrem Fall verfahren wird. Den Kontakt finden Sie im folgendem Link -> www.bahn.de/FV-Kontakt-DBBahn. /ci""",neutral,Allgemein#Haupt:neutral,1
Glaube die anderen Mitreisenden in Bus und Bahn denken ich wäre ein armes Kind das nie was isst...,neutral,Allgemein#Haupt:neutral,-1
@AbgefahrenvZ Völlig absurd. Die Bahn halt.. :-),negative,Allgemein#Haupt:negative,-1
"@stayxxgoldx super!!Kannst du um kurz nach vier in Kempen den Zug nach Kleve nehmen und in Kevelaer aussteigen, falls du Bahn fährst? :)",neutral,Allgemein#Haupt:neutral,-1
Stadt Kempen: RE 10: Schiefner begrüßt Gesprächsbereitschaft der Bahn Stadt Kempen. Die Schuldfrage ist nach wie vor nicht eindeutig zu klären. Gleichwohl weist die Deutsche-Bahn-Tochter DB Netz AG die Vorwürfe der Nordwestbahn hinsichtlich einer Benachteiligung des privaten,neutral,Allgemein#Haupt:neutral,-1
RT @bpol_bw: Buntmetalldiebe unterwegs - 2000 Euro Sachschaden #bahn #bpol *dh https://t.co/3VUKteGuKS via @na_presseportal https://t.co/Dg…,neutral,Allgemein#Haupt:neutral,0
"sAWE.tv on Tour: 4 Tage in Kyoto | Japanreise-Vlog #2 Sommer ist Reisezeit und mich hat es dieses Jahr nach Japan verschlagen. Falls euch interessiert, was ein Seriennerd im Urlaub erlebt, oder ihr generell etwas über Japan erfahren wollt, dann folgt dieser kleinen Serie. Dies ist der zweite Teil der kleinen Serie, den ersten Teil findet ihr übrigens hier . Bahnreise in Japan Nach unseren ersten Tagen in Tokyo stand nun Kyoto auf dem Plan. Um dort hin zu gelangen, nahmen wir den japanischen Schnellzug Shinkansen. Von der Effizienz und Ordnungsliebe des asiatischen Landes sprach ich bereits, dies zeigt sich besonders am Shinkansen. Die Wagentüren halten exakt an den Punkten, welche bereits am Gleis markiert sind. Der Zug wird für alle Fahrgäste sichtbar gründlichst gereinigt – zumindest wenn man am Startbahnhof einsteigt – und Verspätungen existieren einfach nicht. Der Shinkansen: Der Zug hält exakt am vorgeschriebenen Ort. Da fragt man sich schon, warum es die Deutsche Bahn nicht hinbekommt und Deutschland im Vergleich zu Japan ein Entwicklungsland in Sachen Zugverkehr ist. Pünktlichkeit, Sauberkeit, Freundlichkeit und Schnelligkeit, in allen Belangen ist unser System unterlegen. Einzig der Preis ist vergleichbar. Gut dass wir den extra für Ausländer verfügbaren Rail Pass verwenden, damit reisen wir für einen Festbetrag sehr günstig mit allen regionalen und überregionalen Zügen (außer Zuglinien in privater Hand). Touristen, Touristen, Touristen Angekommen in Kyoto stürzten wir uns erstmal ins Getümmel der Innenstadt. Der erste Gedanke war: „Meine Güte, sind hier viele Touristen!“ Kyoto ist nicht nur bei Europäern, sondern auch bei Chinesen als Reiseort hoch beliebt. Nachdem wir in Tokio fast keine nicht-asiatischen Gesichter oder touristisch angehauchten Personengruppen gesehen haben, war es schon ein kleiner „Schock“, sich durch diese Massen drängeln zu müssen. Die Menschenmenge in der Innenstadt bewegte sich zum Fluss Kamo, an dessen Promenade sich ein Restaurant nach dem anderen befindet. Das Problem: Alle diese Terrassenrestaurants verlangen einen Mindestverzehr, der deutlich über dem normalen Budget liegt, welches man für das Essen investieren muss. Das bedeutet, man bezahlt dort den Preis eines deutschen, leicht überdurchschnittlichen Restaurants, also machbar, aber im Vergleich zu den anderen japanischen Angeboten doch recht teuer. Dazu kommt, dass diese Restaurants kaum englische Speisekarten anbieten, weswegen wir uns dann für ein kleines, nicht am Wasser gelegenes Beef Restaurant entschieden haben. Dort gab es ein spezielles, lang gereiftes Rindfleisch mit dem Namen Wagyu Aging Beef, das einfach hervorragend geschmeckt hat. Besonders unterhaltsam war es, die Kellnerin zu beobachten, wenn sie das Bier zapfte. Statt das Glas leicht zur Seite zu legen, um so die Schaumbildung zu verringern, schöpfte sie den Schaum mehrfach mit einem Löffel aus dem Glas, um dann nachzuschenken. Ich hab keine Ahnung, ob das so üblich ist, ich schätze aber, wir hatten es mit einer Dame zu tun, die neu im Beruf war. Nichtsdestotrotz war auch das Bier hervorragend, weswegen der leicht negative Ersteindruck von Kyoto verflog und wir uns gut gelaunt zurück ins Hotel begaben. Das Hotel, hier brummt es Das Court Hotel in Kyoto war extrem günstig. Warum das so war, merkten wir in der ersten Nacht. Im obersten Stockwerk lag unser Zimmer, offenbar direkt unter der Klimaanlage des Hauses oder anderen technischer Anlagen. Ein nicht sehr lautes, aber dafür sehr penetrantes Brummen war das Resultat und raubte uns fast komplett den Schlaf. Am Morgen durften wir das Zimmer wechseln, meinen Ärger konnte ich bei der japanischen Freundlichkeit der Rezeptionsdame kaum los werden – dazu kam, dass mich die Frau mal wieder nicht wirklich verstand. Es blieb wohl nur bei ihr hängen, dass wir ein Zimmer „lower“ wollen. Meine kleine Rede über den nervigen „noise“ beantwortete sie nur mit offenem Mund, leichtem Grinsen und gerunzelter Stirn, welches als Fragezeichen zu interpretieren war. Gott sei Dank stand an dem Tag der Affenpark in Arashiyama auf dem Plan, der schnell die Nacht vergessen ließ. Bei 31 Grad, gefühlt jedoch 35 bis 36, kraxelten wir einen schwer zu besteigenden Berg hinauf. Den Hinweis „20 minutes walk“ bekommt man übrigens erst, nachdem man den Eintritt bezahlt hat. „Walk“ ist dabei auch deutlich untertrieben, eine Wander- oder Bergsteigetour trifft es eher. Man sollte sich ausreichend Wasser (1 bis 2 Liter) einpacken bei derartigen Temperaturen. Der beschwerliche Aufstieg wird dann aber durch die Makaken belohnt, die dort in freier Wildnis leben und durch Fütterungen des Personals und Touristen angelockt werden. Wild bedeutet, dass man die Affen nicht anfassen darf, auch wenn sie nur wenige Zentimeter an einem vorbei spazieren. Der einzige Kontakt besteht in einem extra dafür vorgesehen Raum, in welchem man Futter kaufen und über ein Gitter den Affen geben kann. Dort nehmen sich die Tiere dann die Nüsse oder das Obst direkt von der flachen Hand. Neben den Affen wird man auch mit einem tollen Ausblick auf Kyoto belohnt – definitiv ein Must-See für jeden Kyoto Besuch. Affen! Praktischerweise schließen sich unterhalb des Affenparks auch der Arashiyama Park und der Bambuswald an. Die malerischen grünen Berge und das darunter liegende Wasser sind der Grund für die große Beliebtheit der Stadt bzw. Region bei Reisegruppen. Man fühlt sich trotz der Menschenmassen für einen kurzen Augenblick in einen ursprünglichen asiatischen Dschungel versetzt – großartig. Bei der Gelegenheit habe ich mir auch endlich eine berühmte Bento-Box gekauft. Das ist eine japanische Lunchbox, welche man am Straßenrand oder in den vielen kleinen Supermärkten findet. Was genau drin ist, weiß man leider nie, außer man versteht japanisch. Wenn man aber mit Fisch klar kommt und auch sonst keine Abneigung gegen die üblichen Fleischsorten hat, kann man fast nichts falsch machen. Man sollte allerdings das Essen mit Stäbchen beherrschen, sonst kann es schwierig werden. Schreine & Tempel Das eigentliche Highlight von Kyoto sind die Tempel und Schreine. In Anbetracht der Zeit haben wir uns für das Wahrzeichen der Stadt, den Fushimi Inari-Taisha Schrein entschieden. Leider war dieser wieder total überlaufen, aber es hat sich dennoch gelohnt. Am Berg entlang ziehen sich hunderte bis tausende rot gefärbte Säulen, Tore und Schreine. Wenn man es bis oben schafft – das Wetter war an dem Tag erneut extrem -, wird man mit viel Ruhe und sehr wenig Menschen belohnt. Denn nur die wenigsten laufen bis ganz oben. Die Preise der Getränke, die man kaufen kann, steigen auch mit der Höhe, also erneut der Hinweis, genug Wasser einzupacken! Der Fushimi Inari-Taisha Schrein, schwer zu schreiben, aber dafür umso beeindruckender. Das spannende an dem Ort ist außerdem, dass man immer wieder Menschen findet, die trotz Touristenmassen die Tempelanlagen zum Beten nutzen. Deswegen und wegen der alten Steine und imposanten Bauten, bewegt man sich sehr ehrfürchtig über die Wege und Treppen. Auch wenn man mit der Religion nichts zu tun hat, beschleicht einen doch eine gewisse Spiritualität. Anschließend haben wir uns noch To-ji Tempel angeschaut, ebenfalls ein Wahrzeichen der Stadt. Mehr als den Turm und zwei Häuser mit buddhistischen Statuen gibt es dort nicht. Es ist ein sehr ruhiger Ort und lohnt sich als Füllprogramm, außerdem gibt es in der Mitte einen Park zum Entspannen. Der To-ji, eine von vielen Tempelanlagen in Kyoto. Mücken Vielleicht ist es einfach nur Dummheit gewesen, aber ich habe nicht mit Mücken gerechnet oder welche bemerkt. Die Wanderungen auf dem Berg, in den Tempelanlagen und Schreinen bezahlte ich mit ca. 15 Stichen. Besonders meine Fußknöchel waren lecker, dort wurde ich am häufigsten gestochen. Deswegen war es auch schwer, die Stiche zu ignorieren, bei jedem Schritt schupperte der Schuh an den geschwollenen Punkten. In der Apotheke – dank Übersetzungs- App der Apothekerin – bekam ich eine lindernde Creme. Trotzdem keine schöne Erfahrung, am besten lange Hosen anziehen und aufmerksam sein. Bye Bye Kyoto Kyoto stellt einen interessanten Kontrast zu dem hektischen Tokio da, statt Großstadt und Businesshemden erlebt man Ruhe, Spiritualität, aber auch einen Hauch Pauschaltourismus. Nichtsdestotrotz hat uns die Stadt viel Freude bereitet. Nach 4 Nächten verlassen wir nun Kyoto und fahren mit dem Shinkansen nach Osaka. Bis in wenigen Tagen zum nächsten Bericht.",negative,Allgemein#Haupt:negative Zugfahrt#Pünktlichkeit:negative Atmosphäre#Sauberkeit_allgemein:neutral Service_und_Kundenbetreuung#Haupt:neutral Zugfahrt#Fahrtzeit_und_Schnelligkeit:neutral,1
@SciF0r Was kostet so ein Ding? @RailService @DB_Bahn,neutral,Allgemein#Haupt:neutral,0
Einigung im Bahn-Tarifkonflikt Keine Streiks mehr Newsticker Pendler und Fernreisende können aufatmen: Die Schlichtung im Tarifkonflikt bei der Deutschen Bahn ist gelungen. Nach einem Jahr Streit haben der Konzern und die Lokführergewerkschaft GDL einen Tarifkompromiss erzielt. Damit sind Streiks bei der Bahn,positive,Allgemein#Haupt:positive Allgemein#Haupt:positive,-1
@Kachelmann Aber im Januar darf das Wetter auch januarig sein. Ich akzeptiere das und fahre halt mal Bahn.,neutral,Allgemein#Haupt:neutral,1
@DB_Bahn Wagen 21 fehlt. Reservierungen sind aufgehoben. Zug ist sehr voll.,negative,Auslastung_und_Platzangebot#Haupt:negative Auslastung_und_Platzangebot#Haupt:negative Auslastung_und_Platzangebot#Haupt:negative,-1
"@DB_Bahn 17:10h. Der Lokführer konnte mir nur bestätigen,dass der Zugteil vom Zug nach Rheinbach ab- und an den nach Eusk. angehangen wird.",neutral,Allgemein#Haupt:neutral,1
"@LoB_sww ah ok, da bin ich schon kaum mehr Bahn oder Bus gefahren in S. Dank dir für die Info und schönen Abend noch :)",neutral,Allgemein#Haupt:neutral,1
"ICE-Strecke stundenlang gesperrt Drei Tote unter Brücke: SüdtirolNews Unglück involviert, sagte ein Sprecher der deutschen Polizei. Die viel befahrene ICE-Strecke wurde nach Angaben der Deutschen Bahn knapp drei Stunden voll gesperrt, am Abend war der Abschnitt wieder eingleisig befahrbar.",negative,Sonstige_Unregelmässigkeiten#Haupt:negative Sonstige_Unregelmässigkeiten#Haupt:negative,-1
"Veranstaltung Kärwa in Limbach vom 06.08.2015 bis 10.08.2015 - Schwabach - 06.08.2015 bis 10.08.2015 Frankenradar "" mit """"Beachbar"""" Es laden ein: Die Limbacher Kärwaboum und Madli, die Schausteller sowie der Festwirt Bastian Schuhmann und die Brauerei Herrnbräu. Tisch-Reservierungshotline 0157 72 730 711 Der Veranstaltungsort ist gut mit der S-Bahn Nürnberg - Roth Haltestelle Schwabach-Limbach erreichbar. Direkt neben S-Bahnhof Schwabach-Limbach""",neutral,Allgemein#Haupt:neutral,1
